Include Shift Attendance Without Checkins,Incluir asistencia de turno sin registros manuales
Income Source,Fuente de ingresos
Income Tax Breakup,Desglose de impuesto de renta
Income Tax Computation,Cálculo de impuesto de renta
Income Tax Deducted Till Date,Impuesto de renta retenido a la fecha
"Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1}","La escala de impuestos es obligatoria porque la estructura {0} tiene un componente fiscal {1}"
Income from Other Sources,Ingresos de otras fuentes
Incorrect Weightage Allocation,Asignación de ponderación incorrecta
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired","Indica licencias no canjeables. Ej: saldo de 10 con 4 no canjeables, puede canjear 6."
Install,Instalar
Install Frappe HR,Instalar Frappe HR
Insufficient Balance,Saldo insuficiente
Insufficient leave balance for Leave Type {0},Saldo insuficiente para el tipo {0}
Interest Income Account,Cuenta de ingresos por intereses
Interview,Entrevista
Interview Detail,Detalle de entrevista
Interview Details,Detalles de entrevista
Interview Feedback,Retroalimentación de entrevista
Interview Feedback Reminder,Recordatorio de retroalimentación
Interview Feedback {0} submitted successfully,Retroalimentación {0} enviada con éxito
Interview Not Rescheduled,Entrevista no reprogramada
Interview Reminder,Recordatorio de entrevista
Interview Reminder Notification Template,Plantilla de recordatorio de entrevista
Interview Rescheduled successfully,Entrevista reprogramada con éxito
Interview Round,Ronda de entrevista
Interview Round {0} is only applicable for the Designation {1},La ronda {0} solo aplica para la designación {1}
"Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2}","La ronda {0} es para {1}. El postulante aplicó para {2}."
Interview Scheduled Date,Fecha programada de entrevista
Interview Status,Estado de entrevista
Interview Summary,Resumen de entrevista
Interview Type,Tipo de entrevista
Interview: {0} Rescheduled,Entrevista: {0} Reprogramada
Interviewer,Entrevistador
Interviewers,Entrevistadores
Invalid Additional Salary,Salario adicional inválido
Invalid Dates,Fechas inválidas
Invalid Leave Ledger Entry,Entrada de libro de licencias inválida
"Invalid Payroll Payable Account. The account currency must be {0} or {1}","Cuenta de nómina inválida. La moneda debe ser {0} o {1}."
Invalid Shift Times,Horarios de turno inválidos
Invalid parameters provided. Please pass the required arguments.,Parámetros inválidos. Pase los argumentos requeridos.
Investigated,Investigado
Investigation Details,Detalles de investigación
Is Applicable for Referral Bonus,Aplica para bono de referencia
Is Compensatory Leave,Es licencia compensatoria
Is Partially Paid Leave,Es licencia parcialmente pagada
Is Recurring Additional Salary,Es salario adicional recurrente
Is Salary Released,¿Salario liberado?
Is Salary Withheld,¿Salario retenido?
Job Applicant {0} created successfully.,Postulante {0} creado con éxito.
Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1},Los postulantes no pueden repetir ronda. La {0} ya está programada para {1}.
Job Application Route,Ruta de solicitud de empleo
Job Offer Term Template,Plantilla de términos de oferta
Job Opening Associated,Vacante asociada
Job Opening Template,Plantilla de vacante
Job Openings,Vacantes de trabajo
"Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1}","Las vacantes para {0} ya están abiertas o la contratación terminó según el plan {1}."
Job Requisition,Requisición de trabajo
Job Requisition {0} has been associated with Job Opening {1},Requisición {0} asociada con vacante {1}
KRA Evaluation Method,Método de evaluación KRA
KRA updated for all child goals.,KRA actualizado para objetivos hijos.
KRA vs Goals,KRA vs Objetivos
KRAs,KRAs
Key Result Area,Área de Resultados Clave (KRA)
Last Day,Último día
Last Odometer Value,Último valor del odómetro
Late Entries,Entradas tardías
"Late Entry & Early Exit Settings for Auto Attendance",Configuración de entrada tarde y salida temprana
Late Entry By,Entrada tarde por
Latitude and longitude values are required for checking in.,Se requiere latitud y longitud para el registro.
Leave Allocation Exists,La asignación de licencia ya existe
"Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.","La solicitud no puede abarcar asignaciones no consecutivas {0} y {1}."
Leave Details,Detalles de licencia
Leave Ledger,Libro de licencias
"Leave Ledger Entry's To date needs to be after From date. Currently, From Date is {0} and To Date is {1}","La fecha final del libro debe ser posterior a la inicial. Actual: {0} a {1}"
Leave Policy Assignment,Asignación de política de licencias
Leave Policy Assignment Overlap,Traslape en asignación de política
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},La política {0} ya está asignada a {1} del {2} al {3}
Leave Type can either be compensatory or earned leave.,El tipo de licencia puede ser compensatoria o ganada.
Leave Type can either be without pay or partial pay,El tipo puede ser sin sueldo o pago parcial.
"Leave allocation is skipped for {0}, because number of leaves to be allocated is 0.","Asignación omitida para {0}, el número de licencias es 0."
Leave allocation {0} is linked with the Leave Application {1},La asignación {0} está vinculada a la solicitud {1}
Leave already have been assigned for this Leave Policy Assignment,Las licencias ya fueron asignadas para esta política.
Leave and Expense Claim Settings,Configuración de licencias y gastos
Leave of type {0} cannot be longer than {1}.,La licencia tipo {0} no puede ser mayor a {1}.
Leave(s) Expired,Licencia(s) caducada(s)
Leave(s) Pending Approval,Licencias pendientes de aprobación
Leave(s) Taken,Licencias tomadas
Leaves & Holidays,Licencias y Feriados
Leaves Pending Approval,Licencias pendientes de aprobación
"Leaves for the Leave Type {0} won't be carry-forwarded since carry-forwarding is disabled.","Las licencias {0} no se acumularán porque la acumulación está desactivada."
"Leaves you can avail against a holiday you worked on. You can claim Compensatory Off Leave using Compensatory Leave Request. Click {0} to know more","Licencias por trabajar en feriado. Use Solicitud de Licencia Compensatoria. Más info en {0}."
Lime,Lima
Link the cycle and tag KRA to your goal to update the appraisal's goal score based on the goal progress,Vincule el ciclo y el KRA para actualizar la puntuación según el progreso.
Linked Project {} and Tasks deleted.,Proyecto {} y tareas vinculadas eliminados.
Loan Account,Cuenta de préstamo
Loan Product,Producto de préstamo
Loan Repayment,Repago de préstamo
"Loan cannot be repayed from salary for Employee {0} because salary is processed in currency {1}","El préstamo de {0} no puede pagarse por nómina porque la moneda es {1}."
Login Failed,Fallo al iniciar sesión
Lower Range,Rango inferior
Make Bank Entry,Crear asiento bancario
Manual Rating,Calificación manual
Mark Auto Attendance on Holidays,Marcar auto-asistencia en feriados
Mark as Completed,Marcar como completado
Mark as In Progress,Marcar como en progreso
Mark as {0},Marcar como {0}
Mark attendance as {0} for {1} on selected dates?,¿Marcar asistencia como {0} para {1} en las fechas seleccionadas?
Mark attendance for existing check-in/out logs before changing shift settings,Marque asistencia para registros existentes antes de cambiar turnos.
Mark {0} as Completed?,¿Marcar {0} como completado?
Mark {0} {1} as {2}?,¿Marcar {0} {1} como {2}?
Marking Attendance,Marcando asistencia
Maximum Consecutive Leaves Allowed,Máximo de licencias consecutivas permitidas
Maximum Consecutive Leaves Exceeded,Máximo de licencias consecutivas excedido
Maximum Encashable Leaves,Máximo de licencias canjeables
Maximum Leave Allocation Allowed per Leave Period,Asignación máxima permitida por período
Maximum annual taxable income eligible for full tax relief. No tax is applied if income does not exceed this limit,Ingreso máximo para exención total. No se aplica impuesto si no se excede.
"Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component amount and previous claimed amount","El beneficio de {0} excede {1} por la suma de {2}."
Maximum benefit of employee {0} exceeds {1} by the sum {2} of previous claimed amount,El beneficio de {0} excede {1} por {2}.
Maximum encashable leaves for {0} are {1},El máximo de licencias canjeables para {0} es {1}
Minimum Year for Gratuity,Años mínimos para gratificación
Minimum working days required since Date of Joining to apply for this leave,Días mínimos desde ingreso para solicitar esta licencia.
Missing Advance Account,Falta cuenta de anticipo
Missing Mandatory Field,Falta campo obligatorio
Missing Opening Entries,Faltan asientos de apertura
Missing Relieving Date,Falta fecha de retiro
Missing Salary Components,Faltan componentes salariales
Missing Tax Slab,Falta escala de impuestos
Month To Date,Acumulado del mes
Month To Date(Company Currency),Acumulado del mes (Moneda empresa)
Multiple Additional Salaries with overwrite property exist for Salary Component {0} between {1} and {2}.,Existen múltiples salarios adicionales con sobrescritura para {0} entre {1} y {2}.
Multiple Shift Assignments,Asignaciones de turnos múltiples
Name error,Error de nombre
Net Pay,Total Sueldo
"Net Pay (Company Currency)","Total Sueldo (Moneda de la Empresa)"
Net Pay Info,Información de Total Sueldo
New Feedback,Nueva Retroalimentación
New Leave(s) Allocated,Nuevas Licencias Asignadas
New shift assignments will be created after this date.,Se crearán nuevas asignaciones de turno después de esta fecha.
No Employees Selected,No se seleccionaron empleados
No Interview has been scheduled.,No se ha programado ninguna entrevista.
No Leave Period Found,No se encontró período de licencia
"No Salary Slip found for Employee: {0}","No se encontró recibo de sueldo para el empleado: {0}"
"No Salary Structure Assignment found for employee {0} on or before {1}","No se encontró asignación de estructura salarial para el empleado {0} en o antes de {1}"
"No Salary Structure assigned to Employee {0} on the given date {1}","No hay estructura salarial asignada al empleado {0} en la fecha {1}"
No Salary Structures,Sin estructuras salariales
No Shift Requests Selected,No se seleccionaron solicitudes de turno
"No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.","No se encontró ningún empleado activo asociado al correo {0}. Intente iniciar sesión con su correo corporativo o contacte a su gerente de RRHH."
"No applicable Earning component found in last salary slip for Gratuity Rule: {0}","No se encontró un componente de ingresos aplicable en el último recibo para la Regla de Gratificación: {0}"
"No applicable Earning components found for Gratuity Rule: {0}","No se encontraron componentes de ingresos aplicables para la Regla de Gratificación: {0}"
"No applicable slab found for the calculation of gratuity amount as per the Gratuity Rule: {0}","No se encontró una tabla aplicable para el cálculo de la gratificación según la Regla: {0}"
No attendance records found for this criteria.,No se encontraron registros de asistencia para estos criterios.
No attendance records found.,No se encontraron registros de asistencia.
No attendance records to create,No hay registros de asistencia para crear
No changes found in timings.,No se encontraron cambios en los horarios.
No employees found,No se encontraron empleados
"No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2}","No se encontraron empleados para los criterios:<br>Empresa: {0}<br> Moneda: {1}<br>Cuenta de Nómina por Pagar: {2}"
No employees found for the selected criteria,No se encontraron empleados para los criterios seleccionados
No employees found with selected filters and active salary structure,No se encontraron empleados con los filtros y estructura salarial activa
No feedback has been received yet,Aún no se ha recibido retroalimentación
No items selected,No se seleccionaron elementos
No leaves have been allocated.,No se han asignado licencias.
No of. Positions,Nº de puestos
No valid shift found for log time,No se encontró un turno válido para la hora registrada
"No {0} Selected","No se seleccionó {0}"
Non Taxable Earnings,Ingresos no gravables
Non-Billed Hours,Horas no facturadas
Non-Billed Hours (NB),Horas no facturadas (NB)
Non-Encashable Leaves,Licencias no canjeables
"Note: Shift will not be overwritten in existing attendance records","Nota: El turno no se sobrescribirá en los registros de asistencia existentes"
"Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period","Nota: El total de licencias asignadas {0} no debe ser menor a las ya aprobadas {1} para el período"
"Note: Your salary slip is password protected, the password to unlock the PDF is of the format {0}.","Nota: Su recibo de sueldo está protegido, la contraseña para abrir el PDF tiene el formato {0}."
Notification Template,Plantilla de Notificación
Number of Withholding Cycles,Número de ciclos de retención
Number of leaves eligible for encashment based on leave type settings,Número de licencias canjeables según la configuración del tipo de licencia
Obtained Average Rating,Calificación promedio obtenida
Odometer Value,Valor del odómetro
Off-Shift,Fuera de turno
Offer Terms,Términos de la oferta
Onboarding Activities,Actividades de incorporación
Onboarding Begins On,La incorporación comienza el
Only Completed documents can be submitted,Solo se pueden enviar documentos completados
"Only Employee Grievance with status {0} or {1} can be submitted","Solo se pueden enviar quejas de empleados con estado {0} o {1}"
Only Interviewer Are allowed to submit Interview Feedback,Solo el entrevistador tiene permitido enviar la retroalimentación
Only Interviews with Cleared or Rejected status can be submitted.,Solo se pueden enviar entrevistas con estado Aprobado o Rechazado.
Only interviewers can submit feedback,Solo los entrevistadores pueden enviar retroalimentación
"Only {0} Goals can be {1}","Solo los objetivos {0} pueden ser {1}"
Open & Approved,Abierto y Aprobado
Open Feedback,Retroalimentación abierta
Open Now,Abrir ahora
Opening closed.,Vacante cerrada.
Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.,Las licencias opcionales son feriados que los empleados pueden elegir de una lista publicada por la empresa.
Organizational Chart,Organigrama
Over Allocation,Sobreasignación
Overall Average Rating,Calificación promedio general
Overlapping Attendance Request,Solicitud de asistencia superpuesta
Overlapping Shift Attendance,Asistencia de turno superpuesta
Overlapping Shift Requests,Solicitudes de turno superpuestas
Overlapping Shifts,Turnos superpuestos
"Overwrite Salary Structure Amount is disabled as the Salary Component: {0} not part of the Salary Structure: {1}","La sobrescritura está desactivada porque el componente {0} no forma parte de la estructura salarial {1}"
PWA Notification,Notificación PWA
Paid via Salary Slip,Pagado mediante recibo de sueldo
Parent Goal,Objetivo padre
Partly Claimed and Returned,Reclamado parcialmente y devuelto
Pay Via Payment Entry,Pagar mediante asiento de pago
Pay via Salary Slip,Pagar mediante recibo de sueldo
Payable Account is mandatory to submit an Expense Claim,La cuenta por pagar es obligatoria para enviar un reclamo de gastos
Payment Date,Fecha de pago
Payment Days Calculation Help,Ayuda para el cálculo de días de pago
Payment Days Dependency,Dependencia de días de pago
Payment Days calculations are based on these Payroll Settings,Los cálculos de días de pago se basan en esta configuración de nómina
Payment and Accounting,Pago y Contabilidad
Payroll Based On,Nómina basada en
Payroll Cost Centers,Centros de costos de nómina
Payroll Entry cancellation is queued. It may take a few minutes,La cancelación de la entrada de nómina está en cola. Puede tardar unos minutos
Payroll Info,Información de nómina
Payroll Payable Account,Cuenta de nómina por pagar
Payroll date is mandatory for non-recurring type additional salaries.,La fecha de nómina es obligatoria para salarios adicionales no recurrentes.
Pending (unpaid) amount from previous advances,Monto pendiente (no pagado) de anticipos anteriores
Pending Asset Returns,Devoluciones de activos pendientes
Pending FnF,Liquidación (FnF) pendiente
Pending Interviews,Entrevistas pendientes
Pending Questionnaires,Cuestionarios pendientes
Please Enable Auto Attendance and complete the setup first.,Por favor habilite la Auto-asistencia y complete la configuración primero.
Please Select Company First,Por favor seleccione la empresa primero
"Please add the remaining benefits {0} to the application as pro-rata component","Por favor agregue los beneficios restantes {0} a la solicitud como componente prorrateado"
"Please assign a Salary Structure for Employee {0} applicable from or before {1} first","Asigne primero una estructura salarial para el empleado {0} aplicable desde o antes de {1}"
Please check if employee is on leave or attendance with the same status exists for selected day(s).,Verifique si el empleado está de licencia o si ya existe asistencia con el mismo estado.
"Please create a new {0} for the date {1} first.","Por favor cree primero un nuevo {0} para la fecha {1}."
"Please delete the Employee {0} to cancel this document","Por favor elimine al empleado {0} para cancelar este documento"
"Please reduce {0} to avoid shift time overlapping with itself","Por favor reduzca {0} para evitar que el horario del turno se superponga consigo mismo"
Please see attachment,Por favor vea el adjunto
Please select Filter Based On,Por favor seleccione filtrar basado en
Please select From Date and Payroll Frequency first,Seleccione primero la fecha de inicio y la frecuencia de nómina
Please select From Date.,Por favor seleccione la fecha de inicio.
Please select Shift Schedule and assignment date(s).,Por favor seleccione el horario de turno y las fechas de asignación.
Please select Shift Type and assignment date(s).,Por favor seleccione el tipo de turno y las fechas de asignación.
Please select a company first,Por favor seleccione una empresa primero.
Please select a company first.,Por favor seleccione una empresa primero.
Please select a date.,Por favor seleccione una fecha.
Please select an Applicant,Por favor seleccione un postulante
Please select at least one Shift Request to perform this action.,Seleccione al menos una solicitud de turno para realizar esta acción.
Please select at least one employee to perform this action.,Seleccione al menos un empleado para realizar esta acción.
Please select at least one row to perform this action.,Seleccione al menos una fila para realizar esta acción.
Please select company.,Por favor seleccione la empresa.
Please select employee first,Por favor seleccione al empleado primero
Please select employees to create appraisals for,Seleccione los empleados para crearles evaluaciones
Please select half day attendance status.,Seleccione el estado de asistencia para media jornada.
Please select month and year.,Por favor seleccione mes y año.
Please select the Appraisal Cycle first.,Por favor seleccione primero el ciclo de evaluación.
Please select the attendance status.,Por favor seleccione el estado de asistencia.
Please select the employees you want to mark attendance for.,Seleccione los empleados para los que desea marcar asistencia.
Please select the salary slips to email,Seleccione los recibos de sueldo para enviar por correo
Please set "Default Payroll Payable Account" in Company Defaults,Configure la "Cuenta de Nómina por Pagar por Defecto" en los valores de la empresa
"Please set Basic and HRA component in Company {0}","Configure los componentes Básico y HRA en la empresa {0}"
"Please set Earning Component for Leave type: {0}.","Configure el componente de ingresos para el tipo de licencia: {0}."
"Please set Relieving Date for employee: {0}","Configure la fecha de retiro para el empleado: {0}"
Please set a Default Cash Account in Company defaults,Configure una cuenta de efectivo por defecto en los valores de la empresa
Please set a date range less than 90 days.,Por favor establezca un rango de fechas menor a 90 días.
"Please set account in Salary Component {0}","Configure la cuenta en el componente salarial {0}"
"Please set the Appraisal Template for all the {0} or select the template in the Employees table below.","Establezca la plantilla de evaluación para todos los {0} o selecciónela en la tabla inferior."
Please set the Holiday List.,Por favor configure la lista de feriados.
Please set the date range.,Por favor configure el rango de fechas.
"Please set the relieving date for employee {0}","Por favor configure la fecha de retiro para el empleado {0}"
"Please set {0} and {1} in {2}.","Por favor configure {0} y {1} en {2}."
"Please set {0} for Employee {1}","Por favor configure {0} para el empleado {1}"
"Please set {0} for the Employee: {1}","Por favor configure {0} para el empleado: {1}"
Please specify the job applicant to be updated.,Especifique el postulante que se va a actualizar.
"Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.","Especifique {0} y {1} (si existen) para el cálculo correcto de impuestos en futuros recibos."
"Please submit the {0} before marking the cycle as Completed","Por favor envíe el {0} antes de marcar el ciclo como Completado"
Posted On,Publicado el
Posting date,Fecha de contabilización
Present Records,Registros de presentes
Prevent self approval for expense claims even if user has permissions,Evitar la autoaprobación de reclamos de gastos aunque el usuario tenga permisos
Prevent self approval for leaves even if user has permissions,Evitar la autoaprobación de licencias aunque el usuario tenga permisos
Principal Amount,Monto del capital
"Printed On {0}","Impreso el {0}"
Process Payroll Accounting Entry based on Employee,Procesar asiento contable de nómina basado en el empleado
Process Requests,Procesar solicitudes
Process Shift Requests,Procesar solicitudes de turno
Process leave encashment via a separate Payment Entry instead of Salary Slip,Procesar el canje de licencias mediante un asiento de pago separado en lugar del recibo
"Process {0} Shift Request(s) as <b>{1}</b>?","¿Procesar {0} solicitudes de turno como <b>{1}</b>?"
Processing Requests,Procesando solicitudes
Processing Requests...,Procesando solicitudes...
Processing of Shift Requests has been queued. It may take a few minutes.,El procesamiento de solicitudes de turno está en cola. Puede tardar unos minutos.
Profit,Ganancia / Utilidad
Publish Applications Received,Publicar solicitudes recibidas
Publish Salary Range,Publicar rango salarial
Purpose & Amount,Propósito y Monto
Questionnaire Email Sent,Correo del cuestionario enviado
Quick Filters,Filtros rápidos
Quick Links,Enlaces rápidos
Radius within which check-in is allowed (in meters),Radio permitido para el registro (en metros)
Rate Goals Manually,Calificar objetivos manualmente
Rating Criteria,Criterios de calificación
Ratings,Calificaciones
Reason for Requesting,Motivo de la solicitud
Reason for Withholding Salary,Motivo de retención de salario
Reason for skipping auto attendance:,Motivo para omitir la auto-asistencia:
Recent Attendance Requests,Solicitudes de asistencia recientes
Recent Expenses,Gastos recientes
Recent Leaves,Licencias recientes
Recent Shift Requests,Solicitudes de turno recientes
Recommended for a single biometric device / checkins via mobile app,Recomendado para un solo dispositivo biométrico o registros vía app móvil
Recover Cost,Recuperar costo
Reducing maximum leaves allowed after allocation may cause scheduler to allocate incorrect number of earned leaves. Proceed with caution.,Reducir el máximo de licencias permitidas puede causar errores en el programador. Proceda con precaución.
Referral Bonus Payment Status,Estado del pago del bono por referencia
Referral Details,Detalles de la referencia
Referrer Details,Detalles de quien refiere
Referrer Name,Nombre de quien refiere
Reflections,Reflexiones
Reject Employee Referral,Rechazar referencia de empleado
Release Withheld Salaries,Liberar salarios retenidos
Released,Liberado
Relieving Date Missing,Falta fecha de retiro
Reminders,Recordatorios
Remove if Zero Valued,Eliminar si el valor es cero
Repay Unclaimed Amount from Salary,Repagar monto no reclamado desde el salario
Repeat On Days,Repetir en los días
Report an Issue,Reportar un problema
Reports To,Reporta a
Request Attendance,Solicitar asistencia
Request a Leave,Solicitar una licencia
Request a Shift,Solicitar un turno
Requested By,Solicitado por
Requested By (Name),Solicitado por (Nombre)
Reschedule Interview,Reprogramar entrevista
Restrict Backdated Leave Application,Restringir solicitud de licencia retroactiva
Resume Link,Enlace al currículum
Resume link,Enlace al currículum
Retained,Retenido
Retirement Age (In Years),Edad de jubilación (en años)
Return amount cannot be greater than unclaimed amount,El monto a devolver no puede ser mayor al monto no reclamado
Review various other settings related to Employee Leaves and Expense Claim,Revisar otras configuraciones de licencias y reclamos de gastos
Reviewer,Revisor
Reviewer Name,Nombre del revisor
Revised CTC,CTC Revisado
Roster,Lista de turnos / Rol
Roster Color,Color de la lista
Round Name,Nombre de la ronda
Round off Work Experience,Redondear experiencia laboral
Route to the custom Job Application Webform,Ruta al formulario web personalizado de solicitud
"Row #{0}: The {1} Component has the options {2} and {3} enabled.","Fila #{0}: El componente {1} tiene activas las opciones {2} y {3}."
"Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1}","Fila #{0}: El monto de la hoja de tiempo sobrescribirá el monto del componente para {1}"
"Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2}","Fila {0}: El monto no puede ser mayor al saldo pendiente del reclamo {1}. Pendiente: {2}"
"Row {0}# Paid Amount cannot be greater than Encashment amount","Fila {0}: El monto pagado no puede ser mayor al monto de canje"
"Row {0}# Paid Amount cannot be greater than Total amount","Fila {0}: El monto pagado no puede ser mayor al monto total"
"Row {0}: From (Year) can not be greater than To (Year)","Fila {0}: El año inicial no puede ser mayor al año final"
"Row {0}: Goal Score cannot be greater than {1}","Fila {0}: La puntuación del objetivo no puede ser mayor a {1}"
"Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3}","Fila {0}: El monto pagado {1} es mayor al acumulado pendiente {2} del préstamo {3}"
"Row {0}: {1}","Fila {0}: {1}"
"Salary Component {0} is currently not used in any Salary Structure.","El componente salarial {0} no se usa en ninguna estructura actualmente."
Salary Expectation,Pretensión salarial
Salary Paid Per,Salario pagado por
Salary Range,Rango salarial
Salary Slip Leave,Licencia en recibo de sueldo
"Salary Slip creation is queued. It may take a few minutes","La creación de recibos de sueldo está en cola. Puede tardar unos minutos"
"Salary Slip submission is queued. It may take a few minutes","El envío de recibos de sueldo está en cola. Puede tardar unos minutos"
"Salary Slip {0} failed for Payroll Entry {1}","Fallo el recibo {0} para la entrada de nómina {1}"
"Salary Slip {0} failed. You can resolve the {1} and retry {0}.","Fallo el recibo {0}. Puede resolver el {1} e intentar de nuevo {0}."
Salary Slips Calculated,Recibos de sueldo calculados
"Salary Slips already exist for employees {}, and will not be processed by this payroll.","Los recibos ya existen para {}, no se procesarán en esta nómina."
"Salary Slips submitted for period from {0} to {1}","Recibos de sueldo enviados para el período del {0} al {1}"
Salary Structure Assignment field,Campo de asignación de estructura salarial
Salary Structure Manager,Gestor de estructura salarial
"Salary Structure must be submitted before submission of {0}","La estructura salarial debe ser enviada antes que {0}"
"Salary Structure {0} does not belong to company {1}","La estructura salarial {0} no pertenece a la empresa {1}"
Salary Structures updated successfully,Estructuras salariales actualizadas con éxito
Salary Withholding,Retención salarial
Salary Withholding Cycle,Ciclo de retención salarial
"Salary Withholding {0} already exists for employee {1} for the selected period","La retención {0} ya existe para el empleado {1} en el período seleccionado"
Salary components of type Provident Fund, Additional Provident Fund or Provident Fund Loan are not set up.,No se han configurado componentes de tipo Fondo de Previsión o Préstamos de Previsión.
Salary components should be part of the Salary Structure.,Los componentes salariales deben formar parte de la estructura salarial.
"Salary slip emails have been enqueued for sending. Check {0} for status.","Los correos de recibos de sueldo se han puesto en cola. Ver estado en {0}."
Sanctioned Amount,Monto sancionado / aprobado
Scheduled On,Programado el
Scores,Puntuaciones
Search for Jobs,Buscar empleos
Select Interview Round First,Seleccione primero la ronda de entrevista
Select Interview first,Seleccione la entrevista primero
Select Payroll Frequency.,Seleccione la frecuencia de nómina.
Select Shift Requests,Seleccionar solicitudes de turno
Select the Employee for which you want to allocate leaves.,Seleccione el empleado para el cual desea asignar licencias.
Select the Employee.,Seleccione al empleado.
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","Seleccione el tipo de licencia (médica, vacaciones, por evento, etc.)"
Select the date after which this Leave Allocation will expire.,Seleccione la fecha después de la cual esta asignación caducará.
Select the date from which this Leave Allocation will be valid.,Seleccione la fecha desde la cual esta asignación será válida.
Select the end date for your Leave Application.,Seleccione la fecha de fin de su solicitud de licencia.
Select the start date for your Leave Application.,Seleccione la fecha de inicio de su solicitud de licencia.
Select this if you want shift assignments to be automatically created indefinitely.,Seleccione esto si desea que las asignaciones se creen automáticamente de forma indefinida.
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","Seleccione el tipo de licencia solicitado (médica, vacaciones, etc.)"
Select your Leave Approver i.e. the person who approves or rejects your leaves.,Seleccione a su aprobador de licencias.
Self Appraisal,Autoevaluación
"Self Appraisal Pending: {0}","Autoevaluación pendiente: {0}"
Source,Translation
Self Appraisal Score,Puntuación de autoevaluación
Self Score,Puntuación propia
Self-approval for Expense Claims is not allowed,No se permite la autoaprobación de reclamos de gastos
Self-approval for leaves is not allowed,No se permite la autoaprobación de licencias
Send Exit Questionnaire,Enviar cuestionario de salida
Send Exit Questionnaires,Enviar cuestionarios de salida
Send Interview Feedback Reminder,Enviar recordatorio de retroalimentación de entrevista
Send Interview Reminder,Enviar recordatorio de entrevista
Send Leave Notification,Enviar notificación de licencia
"Sending Failed due to missing email information for employee(s): {1}","Fallo al enviar debido a la falta de información de correo para el/los empleado(s): {1}"
Sent Successfully: {0},Enviado con éxito: {0}
Separation Activities,Actividades de desvinculación
Separation Begins On,La desvinculación comienza el
"Set ""From(Year)"" and ""To(Year)"" to 0 for no upper and lower limit.","Establezca ""Desde(Año)"" y ""Hasta(Año)"" en 0 para no tener límites."
Set Assignment Details,Establecer detalles de asignación
Set Leave Details,Establecer detalles de licencia
Set Relieving Date for Employee: {0},Establecer fecha de relevo para el empleado: {0}
Set filters to fetch employees,Establecer filtros para obtener empleados
Set opening balances for earnings and taxes from the previous employer,Establecer saldos iniciales de ingresos e impuestos del empleador anterior
Set optional filters to fetch employees in the appraisee list,Establecer filtros opcionales para la lista de evaluados
Set the frequency for holiday reminders,Establecer la frecuencia de recordatorios de feriados
Set the properties that should be updated in the Employee master on promotion submission,Establecer las propiedades a actualizar en el maestro de empleados al enviar promoción
Set the status to {0} if required.,Establezca el estado en {0} si es necesario.
Set {0} for selected employees,Establecer {0} para los empleados seleccionados
Settings Missing,Configuración faltante
Settle all Payables and Receivables before submission,Liquide todas las cuentas por pagar y cobrar antes del envío
Shared document with the user {0} with 'Submit' permission,Documento compartido con el usuario {0} con permiso de 'Enviar'
Shift Actual End Time,Hora de fin real del turno
Shift Actual Start Time,Hora de inicio real del turno
Shift Assignment Details,Detalles de la asignación de turno
Shift Assignment Tool,Herramienta de asignación de turnos
"Shift Assignments created for the schedule between {0} and {1} via background job","Asignaciones de turno creadas para el horario entre {0} y {1} en segundo plano"
Shift Attendance,Asistencia de turno
Shift Details,Detalles del turno
Shift End Time,Hora de fin del turno
Shift Location,Ubicación del turno
Shift Request Filters,Filtros de solicitud de turno
Shift Requests ending before this date will be excluded.,Se excluirán solicitudes que terminen antes de esta fecha.
Shift Requests starting after this date will be excluded.,Se excluirán solicitudes que comiencen después de esta fecha.
Shift Schedule,Horario de turnos
Shift Schedule Assignment,Asignación de horario de turnos
Shift Settings,Configuración de turnos
Shift Start Time,Hora de inicio del turno
Shift Status,Estado del turno
Shift Timings,Horarios de los turnos
Shift Tools,Herramientas de turnos
"Shift assignments for {0} after {1} are already created. Please change {2} date to a date later than {3} {4}","Las asignaciones para {0} después de {1} ya existen. Cambie la fecha {2} a una posterior al {3} {4}."
